Title,Year,IMDb ID,Director,Rating,Votes,Box Office,Budget,Genres,Actors,Languages,Countries
Harry Potter and the Order of the Phoenix,2007.0,373889,David Yates,7.5,660592.0,"$939,885,929","$150,000,000 (estimated)","Action, Adventure, Family, Fantasy, Mystery","Daniel Radcliffe, Harry Melling, Jason Boyd, Richard Macklin, Kathryn Hunter, Miles Jupp, Fiona Shaw, Richard Griffiths, Jessica Hynes, Adrian Rawlins","English, Latin","United Kingdom, United States"
Adventures in Babysitting,1987.0,92513,Chris Columbus,6.9,51284.0,,"$7,000,000 (estimated)","Adventure, Comedy, Crime, Romance","Elisabeth Shue, Maia Brewton, Keith Coogan, Anthony Rapp, Calvin Levels, Vincent D'Onofrio, Penelope Ann Miller, George Newbern, John Ford Noonan, Bradley Whitford",English,"United States, Canada"
The One I Love,2014.0,2756032,Charlie McDowell,7.0,44932.0,,"$100,000 (estimated)","Comedy, Drama, Fantasy, Mystery, Romance, Sci-Fi, Thriller","Mark Duplass, Elisabeth Moss, Ted Danson, Kiana Cason, Kaitlyn Dodson, Lori Farrar, Marlene Malin, Tim Peddicord, Ryan Pederson, Brett Bietz",English,United States
Night at the Museum: Secret of the Tomb,2014.0,2692250,Shawn Levy,6.2,141130.0,"$363,204,635","$127,000,000 (estimated)","Adventure, Comedy, Family, Fantasy","Ben Stiller, Robin Williams, Owen Wilson, Steve Coogan, Ricky Gervais, Dan Stevens, Rebel Wilson, Skyler Gisondo, Rami Malek, Patrick Gallagher",English,"United Kingdom, United States"
Seal Team Eight: Behind Enemy Lines,2014.0,2992552,Roel Reiné,4.4,3125.0,,"$3,000,000 (estimated)","Action, Drama, War","Tom Sizemore, Lex Shrapnel, Anthony Oseyemi, Michael Everson, Darron Meyer, Aurélie Meriel, Colin Moss, Langley Kirkwood, Tanya van Graan, Keeno Lee Hector",English,United States
Top Five,2014.0,2784678,Chris Rock,6.4,28064.0,,"$12,000,000 (estimated)","Comedy, Romance","Chris Rock, Rosario Dawson, J.B. Smoove, Gabrielle Union, Romany Malco, Hayley Marie Norman, Anders Holm, Cedric The Entertainer, Karlie Redd, Kevin Barnett",English,United States
The Torture Club,2014.0,3617996,Kôta Yoshida,4.4,620.0,,,Comedy,"Noriko Kijima, Haruna Yoshizumi, Yuki Mamiya, Mika Yano, Nami Motoyama, Kanako Mochida, Reiko Hayama, Shungiku Uchida",Japanese,Japan
Dragon Nest: Warriors' Dawn,2014.0,2911342,Yuefeng Song,6.2,3470.0,"$9,841,578","$40,000,000 (estimated)","Animation, Action, Adventure, Family, Fantasy","Jiao Xu, Guanlin Ji, Ying Huang, Dawei Shen, Xianglong Meng, Ye Sun, Tian Jing, Hong Shang, Zitong Xia, Ge Hu","Cantonese, Russian, English, Mandarin",China
Exodus: Gods and Kings,2014.0,1528100,Ridley Scott,6.0,182623.0,"$268,175,631","$140,000,000 (estimated)","Action, Adventure, Drama, Fantasy","Christian Bale, Joel Edgerton, John Turturro, Aaron Paul, Ben Mendelsohn, María Valverde, Sigourney Weaver, Ben Kingsley, Isaac Andrews, Hiam Abbass",English,"United Kingdom, Spain, United States"
300: Rise of an Empire,2014.0,1253863,Noam Murro,6.2,322265.0,"$337,580,051","$110,000,000 (estimated)","Action, Drama","Sullivan Stapleton, Eva Green, Lena Headey, Hans Matheson, Callan Mulvey, David Wenham, Rodrigo Santoro, Jack O'Connell, Andrew Tiernan, Igal Naor",English,"United States, Bulgaria"
Hector and the Search for Happiness,2014.0,1626146,Peter Chelsom,6.9,51269.0,,,"Adventure, Comedy, Drama","Simon Pegg, Rosamund Pike, Tracy-Ann Oberman, Jean Reno, Veronica Ferres, Barry Atsma, Ming Zhao, Togo Igawa, Christopher Plummer, Bruce Fontaine","English, French, German","Germany, Canada, United Kingdom, South Africa, United States"
The November Man,2014.0,2402157,Roger Donaldson,6.3,71713.0,,"$15,000,000 (estimated)","Action, Adventure, Crime, Mystery, Thriller","Pierce Brosnan, Luke Bracey, Olga Kurylenko, Bill Smitrovich, Amila Terzimehic, Lazar Ristovski, Mediha Musliovic, Eliza Taylor, Caterina Scorsone, Akie Kotabe","English, Russian","United States, Serbia"
Yves Saint Laurent,2014.0,2707858,Jalil Lespert,6.2,13380.0,,"EUR12,000,000 (estimated)","Biography, Drama","Pierre Niney, Guillaume Gallienne, Charlotte Le Bon, Laura Smet, Marie de Villepin, Nikolai Kinski, Ruben Alves, Astrid Whettnall, Marianne Basler, Jean-Édouard Bodziak","French, English, Russian, Arabic, Japanese","France, Belgium"
Third Person,2013.0,2343793,Paul Haggis,6.3,29820.0,,"$28,000,000 (estimated)","Drama, Romance","Liam Neeson, Maria Bello, Mila Kunis, Kim Basinger, Michele Melega, Adrien Brody, Gianni Franco, Marius Bizau, Olivia Wilde, Katy Louise Saunders","English, Italian","Belgium, United States, United Kingdom, Germany, Italy, France"
American Sniper,2014.0,2179136,Clint Eastwood,7.3,546485.0,"$547,326,372","$58,800,000 (estimated)","Action, Biography, Drama, War","Bradley Cooper, Kyle Gallner, Cole Konis, Ben Reed, Elise Robertson, Luke Sunshine, Troy Vincent, Brandon Salgado Telis, Keir O'Donnell, Marnette Patterson","English, Arabic",United States
How to Train Your Dragon 2,2014.0,1646971,Dean DeBlois,7.8,377962.0,"$621,537,519","$145,000,000 (estimated)","Animation, Action, Adventure, Comedy, Family, Fantasy","Jay Baruchel, Cate Blanchett, Gerard Butler, Craig Ferguson, America Ferrera, Jonah Hill, Christopher Mintz-Plasse, T.J. Miller, Kristen Wiig, Djimon Hounsou",English,"United States, India"
Jai Ho,2014.0,1188982,Sohail Khan,5.0,21296.0,,"INR750,000,000 (estimated)","Action, Drama","Salman Khan, Daisy Shah, Tabu, Danny Denzongpa, Nadira Babbar, Suniel Shetty, Mohnish Behl, Mahesh Manjrekar, Aditya Pancholi, Sharad S. Kapoor","Hindi, Indian Sign Language",India
Locke & Key,2020.0,3007572,,7.3,102118.0,,,"Drama, Fantasy, Horror, Mystery, Thriller","Darby Stanchfield, Connor Jessup, Emilia Jones, Jackson Robert Scott, Petrice Jones, Hallea Jones, Aaron Ashmore, Griffin Gluck, Sherri Saum, Brendan Hines",English,"Canada, United States"
3 Days to Kill,2014.0,2172934,McG,6.2,99472.0,"$52,597,999","$28,000,000 (estimated)","Action, Drama, Thriller","Kevin Costner, Amber Heard, Hailee Steinfeld, Connie Nielsen, Tómas Lemarquis, Richard Sammel, Marc Andréoni, Bruno Ricci, Jonas Bloquet, Eriq Ebouaney","English, French, German, Serbian","United States, France"
The Hunger Games: Mockingjay - Part 1,2014.0,1951265,Francis Lawrence,6.6,519991.0,"$755,356,711","$125,000,000 (estimated)","Action, Adventure, Sci-Fi, Thriller","Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson, Donald Sutherland, Philip Seymour Hoffman, Julianne Moore, Willow Shields, Sam Claflin, Elizabeth Banks",English,"United States, Canada, France"
'71,2014.0,2614684,Yann Demange,7.2,62926.0,"$4,377,258",,"Action, Crime, Drama, Thriller, War","Jack O'Connell, Jack Lowden, Paul Popplewell, Adam Nagaitis, Joshua Hill, Ben Williams-Lee, Jonah Russell, Harry Verity, Peter McNeil O'Connor, Babou Ceesay",English,United Kingdom
Detective Conan: The Sniper from Another Dimension,2014.0,3455204,Kôbun Shizuno,6.7,1817.0,"$42,332,708","$10,000,000 (estimated)","Animation, Action, Adventure, Crime, Family, Mystery, Thriller","Minami Takayama, Kappei Yamaguchi, Wakana Yamazaki, Rikiya Koyama, Noriko Hidaka, Shûichi Ikeda, Miyuki Ichijô, Iemasa Kayumi, Kiyoyuki Yanada, Ryôtarô Okiayu","English, Japanese, Chinese",Japan
Starry Eyes,2014.0,2793490,"Kevin Kölsch, Dennis Widmyer",6.0,23200.0,,,"Horror, Mystery","Alexandra Essoe, Amanda Fuller, Noah Segan, Fabianne Therese, Shane Coffey, Natalie Hauck, Pat Healy, Nick Simmons, Maria Olsen, Marc Senter",English,"United States, Belgium"
Divergent,2014.0,1840309,Neil Burger,6.6,502330.0,"$288,885,818","$85,000,000 (estimated)","Action, Adventure, Drama, Mystery, Sci-Fi","Shailene Woodley, Theo James, Ashley Judd, Jai Courtney, Ray Stevenson, Zoë Kravitz, Miles Teller, Tony Goldwyn, Ansel Elgort, Maggie Q","English, Spanish",United States
Effie Gray,2014.0,1605798,Richard Laxton,6.0,7204.0,,,"Biography, Drama, Romance","Dakota Fanning, Polly Dartford, Greg Wise, Tom Sturridge, Tom Herriott, Sam Churchill, Martin Keatman, Chris Haggart, Nima Dabestani, George Laing",English,United Kingdom
Northmen: A Viking Saga,2014.0,2290553,Claudio Fäh,5.4,10947.0,"$4,732,232",,"Action, Drama, History","Tom Hopper, Ryan Kwanten, Ken Duken, Charlie Murphy, Ed Skrein, Anatole Taubman, James Norton, Leo Gregory, Darrell D'Silva, Mark Strepan","English, Scots","Switzerland, Germany, South Africa"
Sin City: A Dame to Kill For,2014.0,458481,"Frank Miller, Robert Rodriguez",6.5,173937.0,"$39,407,616, 27 Nov 2014","$65,000,000 (estimated)","Action, Crime, Thriller","Mickey Rourke, Jessica Alba, Josh Brolin, Joseph Gordon-Levitt, Rosario Dawson, Bruce Willis, Eva Green, Powers Boothe, Dennis Haysbert, Ray Liotta",English,"United States, United Kingdom"
Black Sea,2014.0,2261331,Kevin Macdonald,6.4,42056.0,,"GBP8,000,000 (estimated)","Adventure, Drama, Thriller","Jude Law, Karl Davies, Llewella Gideon, Jodie Whittaker, Gus Barry, Konstantin Khabensky, Daniel Ryan, Scoot McNairy, Tobias Menzies, Michael Smiley","English, Russian","United Kingdom, Russia, United States"
The Expendables 3,2014.0,2333784,Patrick Hughes,6.1,200518.0,"$206,172,544","$80,000,000 (estimated)","Action, Adventure, Comedy, Crime, Thriller","Sylvester Stallone, Jason Statham, Harrison Ford, Arnold Schwarzenegger, Mel Gibson, Wesley Snipes, Dolph Lundgren, Randy Couture, Terry Crews, Kelsey Grammer","English, Romanian, Spanish","United States, France, Germany, Bulgaria"
Mr. Peabody & Sherman,2014.0,864835,Rob Minkoff,6.7,80626.0,"$275,698,039","$145,000,000 (estimated)","Animation, Adventure, Comedy, Family, Fantasy, History, Sci-Fi","Ty Burrell, Max Charles, Lauri Fraser, Guillaume Aretos, Pat Musick, Ariel Winter, Karan Brar, Joshua Rush, Stephen Tobolowsky, Allison Janney",English,"United States, India"
The French Connection,1971.0,67116,William Friedkin,7.7,141453.0,,"$1,800,000 (estimated)","Action, Crime, Drama, Thriller","Gene Hackman, Fernando Rey, Roy Scheider, Tony Lo Bianco, Marcel Bozzuffi, Frédéric de Pasquale, Bill Hickman, Ann Rebbot, Harold Gary, Arlene Farber","English, French, Italian",United States
Taken 3,2014.0,2446042,Olivier Megaton,6.0,209243.0,"$325,771,424, 28 May 2015","EUR51,460,000 (estimated)","Action, Thriller","Liam Neeson, Forest Whitaker, Famke Janssen, Maggie Grace, Dougray Scott, Sam Spruell, Don Harvey, Dylan Bruno, Leland Orser, David Warshofsky","English, Russian","France, Spain, United States"
Song of the Sea,2014.0,1865505,Tomm Moore,8.0,65233.0,"$4,190,672","EUR5,300,000 (estimated)","Animation, Adventure, Drama, Family, Fantasy","David Rawle, Brendan Gleeson, Lisa Hannigan, Fionnula Flanagan, Lucy O'Connell, Jon Kenny, Pat Shortt, Colm Ó'Snodaigh, Liam Hourican, Kevin Swierszcz","English, Irish","Ireland, Denmark, Belgium, France, Luxembourg"
The Little Death,2014.0,2785032,Josh Lawson,7.0,28148.0,,,"Comedy, Drama, Romance","Bojana Novakovic, Josh Lawson, Damon Herriman, Kate Mulvany, Kate Box, Patrick Brammall, Alan Dukes, Lisa McCune, Erin James, T.J. Power","English, Australian Sign Language",Australia
Paranormal Activity: The Marked Ones,2014.0,2473682,Christopher Landon,5.1,46495.0,"$90,904,854","$5,000,000 (estimated)","Horror, Mystery","Andrew Jacobs, Jorge Diaz, Gabrielle Walsh, Renee Victor, Noemi Gonzalez, David Saucedo, Gloria Sandoval, Richard Cabral, Carlos Pratts, Juan Vasquez","English, Spanish",United States
The Bélier Family,2014.0,3547740,Éric Lartigau,7.3,30477.0,"$82,438,670","$11,000,000 (estimated)","Comedy, Drama, Music","Karin Viard, François Damiens, Eric Elmosnino, Louane Emera, Roxane Duran, Ilian Bergala, Luca Gelberg, Mar Sodupe, Stéphan Wojtowicz, Jérôme Kircher","French, Sign Languages, Spanish","France, Belgium"
Wire in the Blood,2002.0,337792,,8.2,10000.0,,,"Crime, Drama, Mystery, Thriller","Robson Green, Mark Letheren, Emma Handy, Mark Penfold, Simone Lahbib, Hermione Norris, Alan Stocks, Tom Chadbon, Thomas Byrne, Doreene Blackstock",English,United Kingdom
Ride,2024.0,26295103,Jake Allyn,5.8,348.0,,,"Crime, Drama","C. Thomas Howell, Annabeth Gish, Jake Allyn, Forrie J. Smith, Josh Plasse, Liz Atwater, Laci Kaye Booth, Walter J. Buck, Rome Carlock, Zia Carlock",English,United States
Pompeii,2014.0,1921064,Paul W.S. Anderson,5.5,119454.0,"$117,831,631","$80,000,000 (estimated)","Action, Adventure, Drama, History, Romance","Dylan Schombing, Jean-Francois Lachapelle, Rebecca Roberts, Kiefer Sutherland, Sasha Roiz, Jean Frenette, Joe Pingue, Currie Graham, Kit Harington, Maxime Savaria",English,"Canada, Germany, United States, United Kingdom"
Messi's World Cup: The Rise of a Legend,2024.0,27972462,,8.2,1011.0,,,"Documentary, Sport","Lionel Messi, Mariana van Zeller","English, French, Spanish, Arabic","France, Argentina, Qatar, United States"
Monster High: Freaky Fusion,2014.0,3824344,"William Lau, Sylvain Blais",6.7,1115.0,,,"Animation, Comedy, Family, Fantasy, Sci-Fi","Erin Fitzgerald, Haviland Stillwell, Geeg Friedman, Salli Saffioti, Evan Smith, Debi Derryberry, Kate Higgins, Audu Paden, Jonquil Goode, Cam Clarke",English,United States
The Frame,2014.0,2567038,Jamin Winans,6.5,4094.0,,,"Crime, Drama, Fantasy, Romance, Thriller","David Carranza, Tiffany Mualem, Cal Bartlett, Christopher Soren Kelly, Anthony Nuccio, Shauna Earp, Jordan Doll, Kent Randell, Evan Lai, Megan Heffernan",,United States
Behaving Badly,2014.0,2314824,Tim Garrick,4.4,12595.0,,"$3,000,000 (estimated)","Comedy, Romance","Nat Wolff, Selena Gomez, Mary-Louise Parker, Elisabeth Shue, Dylan McDermott, Lachlan Buchanan, Heather Graham, Ashley Rickards, Jason Lee, Austin Stowell",English,United States
Haunt,2019.0,6535880,"Scott Beck, Bryan Woods",6.3,42386.0,,"$5,000,000 (estimated)","Horror, Thriller","Katie Stevens, Will Brittain, Lauryn Alisa McClain, Andrew Lewis Caldwell, Shazi Raja, Schuyler Helford, Phillip Johnson Richardson, Chaney Morrow, Justin Marxen, Terri Partyka",English,United States
Brick Mansions,2014.0,1430612,Camille Delamarre,5.6,44820.0,"$73,421,224","$28,000,000 (estimated)","Action, Crime, Thriller","Paul Walker, David Belle, RZA, Goûchy Boy, Catalina Denis, Ayisha Issa, Carlo Rota, Andreas Apergis, Richard Zeman, Robert Maillet","English, Chinese","France, Canada, United States, Spain"
The Dead Lands,2014.0,3399916,Toa Fraser,6.3,5378.0,,,"Action, Adventure, History","James Rolleston, Lawrence Makoare, Te Kohe Tuhaka, Xavier Horan, Raukura Turei, George Henare, Rena Owen, Pana Hema Taylor, Calvin Tuteao, Jamus Webster",Maori,"New Zealand, United Kingdom"
Enemy,2013.0,2316411,Denis Villeneuve,6.9,224531.0,"$4,593,716",,"Drama, Mystery, Thriller","Jake Gyllenhaal, Mélanie Laurent, Sarah Gadon, Isabella Rossellini, Joshua Peace, Tim Post, Kedar Brown, Darryl Dinn, Misha Highstead, Megan Mane",English,"Canada, Spain, France"
Under the Skin,2013.0,1441395,Jonathan Glazer,6.3,163667.0,,"$13,300,000 (estimated)","Drama, Horror, Mystery, Sci-Fi, Thriller","Scarlett Johansson, Jeremy McWilliams, Lynsey Taylor Mackay, Dougie McConnell, Kevin McAlinden, D. Meade, Andrew Gorman, Joe Szula, Krystof Hádek, Roy Armstrong",English,"United Kingdom, Switzerland, United States"
The Monkey King,2023.0,8637498,Anthony Stacchi,5.8,7191.0,,,"Animation, Action, Adventure, Comedy, Family, Fantasy","Jimmy O. Yang, Bowen Yang, Jolie Hoang-Rappaport, Jo Koy, Ron Yuan, Nan Li, Andrew Pang, Stephanie Hsu, Sophie Jean Wu, Hoon Lee","English, Chinese","China, Hong Kong, United States"
The Hobbit: The Battle of the Five Armies,2014.0,2310332,Peter Jackson,7.4,592676.0,"$956,019,788","$250,000,000 (estimated)","Adventure, Fantasy","Ian McKellen, Martin Freeman, Richard Armitage, Ken Stott, Graham McTavish, William Kircher, James Nesbitt, Stephen Hunter, Dean O'Gorman, Aidan Turner",English,"New Zealand, United States"
Edge of Tomorrow,2014.0,1631867,Doug Liman,7.9,766268.0,"$369,206,256","$178,000,000 (estimated)","Action, Adventure, Sci-Fi","Tom Cruise, Emily Blunt, Brendan Gleeson, Bill Paxton, Jonas Armstrong, Tony Way, Kick Gurry, Franz Drameh, Dragomir Mrsic, Charlotte Riley",English,"United States, Canada, India"
Ask Me Anything,2014.0,2505294,Allison Burnett,6.0,13246.0,,"$950,000 (estimated)","Comedy, Drama, Mystery, Romance","Britt Robertson, Molly Hagan, Andy Buckley, Robert Patrick, Zuleikha Robinson, Christian Slater, Kimberly Williams-Paisley, Max Carver, Justin Long, Martin Sheen","English, German, Italian",United States
For a Handful of Kisses,2014.0,3028412,David Menkes,5.6,1176.0,,,"Drama, Romance","Ana de Armas, Martiño Rivas, Marina Salas, Megan Montaner, Andrea Duro, Jan Cornet, Richard Sahagún, Mario Pardo, Joel Bosqued, Alejandra Onieva",Spanish,Spain
Pirates of the Caribbean: The Curse of the Black Pearl,2003.0,325980,Gore Verbinski,8.1,1254473.0,"$654,264,015, 11 Jan 2012","$140,000,000 (estimated)","Action, Adventure, Fantasy","Johnny Depp, Geoffrey Rush, Orlando Bloom, Keira Knightley, Jack Davenport, Jonathan Pryce, Lee Arenberg, Mackenzie Crook, Damian O'Hare, Giles New",English,United States
HB Mini: The Admiral Roaring Currents,2018.0,12839358,Nick Hodges,,,,,"Documentary, Comedy, History",,English,United Kingdom
Nightcrawler,2014.0,2872718,Dan Gilroy,7.8,631258.0,"$50,334,418","$8,500,000 (estimated)","Crime, Drama, Thriller","Jake Gyllenhaal, Michael Papajohn, Marco Rodríguez, Bill Paxton, James Huang, Kent Shocknek, Pat Harvey, Sharon Tay, Rick Garcia, Leah Fredkin",English,United States
Girl House,2014.0,2577172,"Jon Knautz, Trevor Matthews",5.5,10161.0,,"$3,150,000 (estimated)","Horror, Thriller","Ali Cobrin, Adam DiMarco, George Carroll, Alyson Bath, Elysia Rotaru, Chasty Ballesteros, Alice Hunter, Wesley MacInnes, Erin Agostino, Nicole Arianna Fox",English,Canada
Jessabelle,2014.0,2300975,Kevin Greutert,5.4,26494.0,,,"Drama, Horror, Mystery, Thriller","Sarah Snook, Joelle Carter, Mark Webber, David Andrews, Ana de la Reguera, Amber Stevens West, Chris Ellis, Brian Hallisay, Vaughn Wilson, Larisa Oleynik",English,United States
The Angriest Man in Brooklyn,2014.0,1294970,Phil Alden Robinson,5.7,24535.0,,,"Comedy, Drama","Robin Williams, Mila Kunis, Peter Dinklage, Melissa Leo, Hamish Linklater, Sutton Foster, James Earl Jones, Richard Kind, Daniel Raymont, Chris Gethard",English,United States
Into the Woods,2014.0,2180411,Rob Marshall,5.9,150478.0,"$212,902,372","$50,000,000 (estimated)","Adventure, Comedy, Drama, Family, Fantasy, Musical","Anna Kendrick, Daniel Huttlestone, James Corden, Emily Blunt, Christine Baranski, Tammy Blanchard, Lucy Punch, Tracey Ullman, Lilla Crawford, Meryl Streep",English,"United States, Canada, Italy, United Kingdom"
You're Not You,2014.0,1198156,George C. Wolfe,7.3,27298.0,,,Drama,"Hilary Swank, Emmy Rossum, Josh Duhamel, Stephanie Beatriz, Jason Ritter, Julian McMahon, Ali Larter, Andrea Savage, Gerald Downey, Mike Doyle","English, American Sign Language",United States
Petals on the wind,2015.0,7619542,José Scaramazza,6.4,42.0,,,"Short, Drama",Maria De Los Angeles Del Gallego,,United States
A Girl at My Door,2014.0,3661798,July Jung,7.0,3331.0,,,Drama,"Bae Doona, Kim Sae-ron, Song Sae-byeok, Son Jong-hak, Na Jong-Min, Kim Jong-Ku, Park Jin-woo, Arvind Allok, Robin, Varun",Korean,South Korea
Flowers in the Attic: The Origin,2022.0,15293240,,7.2,1880.0,,,Drama,"Jemima Rooper, Max Irons, T'Shan Williams, Evelyn Miller, Peter Bramhill, Hannah Dodd, Alana Boden, Kate Mulgrew, Emmanuel Ogunjinmi, Flaviu Crisan",English,United States
What We Do in the Shadows,2019.0,7908628,,8.6,116773.0,,,"Comedy, Fantasy, Horror","Kayvan Novak, Matt Berry, Natasia Demetriou, Harvey Guillén, Mark Proksch, Kristen Schaal, Anthony Atamanuik, Doug Jones, Jean-Michel Richaud, Chris Sandiford",English,"United States, Canada"
The Amazing Spider-Man 2,2014.0,1872181,Marc Webb,6.6,558609.0,"$708,982,323","$200,000,000 (estimated)","Action, Adventure, Sci-Fi","Andrew Garfield, Emma Stone, Jamie Foxx, Dane DeHaan, Colm Feore, Felicity Jones, Paul Giamatti, Sally Field, Embeth Davidtz, Campbell Scott",English,United States
